Variable,Mean,Standard Deviation,95% CI Lower,95% CI Upper,2.5%,10%,Median,90%,97.5%,Min,Max
t_stroke_death,0.0721,0.258666350397742,0.06719310986155058,0.07733551594407445,0.0,0.0,0.0,0.0,1.0,0.0,1.0
t_IS_death,0.051378459999999994,0.18432564129343837,0.0472211498639036,0.05588031001691723,0.0,0.0,0.0,0.0,0.7126,0.0,0.7126
t_HS_death,0.01172346,0.04205914857467276,0.00979337191640601,0.014028542875193199,0.0,0.0,0.0,0.0,0.1626,0.0,0.1626
t_US_death,0.00899808,0.03228156052963743,0.007326595368400184,0.011046652506157977,0.0,0.0,0.0,0.0,0.1248,0.0,0.1248
t_chd_death,0.1014,0.3018727425841641,0.0956359165944205,0.10747020690668288,0.0,0.0,0.0,1.0,1.0,0.0,1.0
t_noncvd_death,0.792,0.4058971239704724,0.7839335699812963,0.7998421749702286,0.0,0.0,1.0,1.0,1.0,0.0,1.0
t_stroke_event,1.5834,1.6362494220678578,1.5507,1.616,0.0,0.0,1.0,4.0,6.0,0.0,13.0
t_IS_event,1.1283308400000003,1.1659913381654736,1.10538512,1.1515615999999997,0.0,0.0,0.7126,2.8504,4.2756,0.0,9.2638
t_HS_event,0.25746084,0.2660541560282111,0.25237146000000005,0.26251810650000007,0.0,0.0,0.1626,0.6504,0.9756,0.0,2.1138
t_US_event,0.19760832,0.2042039278740583,0.19368960000000002,0.20168928,0.0,0.0,0.1248,0.4992,0.7487999999999999,0.0,1.6223999999999998
t_chd_event,0.6183,0.7620125827817007,0.6032,0.6333,0.0,0.0,0.0,2.0,2.0,0.0,5.0
Cost,11209.152974135082,9386.469103874831,11025.181560279156,11393.124387991009,253.84944000000002,823.8001612103297,8809.545654082087,25288.311766318457,33217.52261018988,130.94944,56779.45303975499
QALY,8.64478151141588,5.041434043813117,8.545971219852802,8.743591802978958,0.8799999999999999,1.7343689320388347,8.33348457931788,15.734104158825135,18.314499030554153,0.74,20.934502654984364
t_stroke_death_annual,0.017254040543991978,0.09474253731541143,0.014880983084921535,0.019997845326826053,0.0,0.0,0.0,0.0,0.2,0.0,1.0
t_IS_death_annual,0.012295229291648687,0.06751353209097284,0.010314934535717052,0.01465007972222674,0.0,0.0,0.0,0.0,0.14252,0.0,0.7126
t_HS_death_annual,0.002805506992453096,0.01540513656748591,0.001942512895977062,0.0040503448393776785,0.0,0.0,0.0,0.0,0.03252,0.0,0.1626
t_US_death_annual,0.0021533042598901988,0.011823868656964777,0.0014162353985934938,0.003272717761208762,0.0,0.0,0.0,0.0,0.02496,0.0,0.1248
t_chd_death_annual,0.025594975483494445,0.11568784877742173,0.022677137099419382,0.02887715538047976,0.0,0.0,0.0,0.030397727272727618,0.3333333333333333,0.0,1.0
t_noncvd_death_annual,0.12657588541740908,0.2006073563212428,0.12020212667466014,0.13323643266330015,0.0,0.0,0.058823529411764705,0.3333333333333333,1.0,0.0,1.0
t_stroke_event_annual,0.12048793209431878,0.1424076150033446,0.11773103792469874,0.12330356944750064,0.0,0.0,0.09090909090909091,0.2727272727272727,0.5,0.0,1.0
t_IS_event_annual,0.08585970041041156,0.10147966645138516,0.08390756576086185,0.08788971638594544,0.0,0.0,0.06478181818181818,0.19434545454545454,0.3563,0.0,0.7126
t_HS_event_annual,0.019591337758536234,0.0231554781995439,0.01913258171363732,0.020043749281277442,0.0,0.0,0.01478181818181818,0.04434545454545455,0.0813,0.0,0.1626
t_US_event_annual,0.01503689392537098,0.01777247035241742,0.014695668237689502,0.01538345992539038,0.0,0.0,0.011345454545454546,0.034036363636363635,0.0624,0.0,0.1248
t_chd_event_annual,0.054962881505775545,0.11788979196406044,0.05269752059923962,0.05734770683246874,0.0,0.0,0.0,0.13043478260869565,0.3333333333333333,0.0,1.0
t_Cost_annual,841.5851133187609,697.8417287906365,827.9076667653728,855.262559872149,140.65063279163437,215.16944,727.1237538979858,1496.063061634164,2479.6884794816488,99.00697340908222,9397.288674642612
t_QALY_annual,0.6858657506358504,0.135072360164927,0.6832183810235496,0.6885131202481513,0.422897861050363,0.48859028788031306,0.7060905975006362,0.8546177773588463,0.8799999999999999,0.38448834984743696,0.8799999999999999
t_stroke_deathage,69.28016643550625,11.546608832372222,68.43734628179477,70.12298658921772,44.0,54.0,71.0,83.0,89.0,36.0,96.0
t_chd_deathage,70.24556213017752,12.078382336689765,69.50213588925831,70.98898837109672,42.0,53.0,72.0,85.0,90.0,36.0,99.0
t_noncvd_deathage,80.5310606060606,9.031677768830077,80.33215183474424,80.72996937737697,60.0,69.0,82.0,91.0,96.0,38.0,100.0
t_deathage,78.61066804764371,10.442218718162028,78.40237981378372,78.8189562815037,54.0,65.0,80.0,90.0,95.0,36.0,100.0
t_timeperiod,14.5286,10.851560149387272,14.315913329311309,14.741286670688693,1.0,2.0,12.0,31.0,40.0,1.0,40.0
