Variable,Mean,Standard Deviation,95% CI Lower,95% CI Upper,2.5%,10%,Median,90%,97.5%,Min,Max
t_stroke_death,0.0919,0.2888991801193265,0.086393591536865,0.09771982793328123,0.0,0.0,0.0,0.0,1.0,0.0,1.0
t_IS_death,0.06548794,0.2058695557530512,0.06080419820465449,0.07050538564150416,0.0,0.0,0.0,0.0,0.7126,0.0,0.7126
t_HS_death,0.014942939999999998,0.046975006687404536,0.012744454957507385,0.01751394728394297,0.0,0.0,0.0,0.0,0.1626,0.0,0.1626
t_US_death,0.011469119999999998,0.0360546176788953,0.009561767835719591,0.01375166228817081,0.0,0.0,0.0,0.0,0.1248,0.0,0.1248
t_chd_death,0.0987,0.2982737110787578,0.09300742492262351,0.10470077216968152,0.0,0.0,0.0,0.0,1.0,0.0,1.0
t_noncvd_death,0.7165,0.4507194968120015,0.7075846711610748,0.7252490575444223,0.0,0.0,1.0,1.0,1.0,0.0,1.0
t_stroke_event,1.6155,1.6233062749604608,1.5835,1.6471,0.0,0.0,1.0,4.0,6.0,0.0,12.0
t_IS_event,1.1512053000000002,1.1567680515368777,1.1286158800000001,1.1740085,0.0,0.0,0.7126,2.8504,4.2756,0.0,8.5512
t_HS_event,0.2626803,0.26394960030857545,0.25754214000000003,0.26789976,0.0,0.0,0.1626,0.6504,0.9756,0.0,1.9512
t_US_event,0.20161439999999997,0.2025886231150712,0.197632968,0.20554560000000002,0.0,0.0,0.1248,0.4992,0.7487999999999999,0.0,1.4975999999999998
t_chd_event,0.6313,0.7625080011679305,0.6165,0.6461,0.0,0.0,0.0,2.0,2.0,0.0,5.0
Cost,11480.576633436744,9471.18044111492,11294.94490788009,11666.208358993397,232.15508000000003,734.6753188538034,9224.784125611157,25525.28007076661,32888.31319050071,129.26508,59236.69300871031
QALY,7.9133357346599835,4.650603142520448,7.822185588002695,8.004485881317272,0.8799999999999999,1.7343689320388347,7.60947536692888,14.353296752923487,16.558283656177384,0.74,17.757353111913368
t_stroke_death_annual,0.024483031983535235,0.11380112734321624,0.0216317196298711,0.027699539819094163,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0
t_IS_death_annual,0.01744660859146721,0.08109468334477607,0.01505957041379585,0.020204246201269257,0.0,0.0,0.0,0.0,0.23753333333333335,0.0,0.7126
t_HS_death_annual,0.003980941000522829,0.018504063306007366,0.0029228650325312834,0.00541995798947505,0.0,0.0,0.0,0.0,0.0542,0.0,0.1626
t_US_death_annual,0.0030554823915451973,0.01420238069243296,0.0021480688764397766,0.004344547676807245,0.0,0.0,0.0,0.0,0.0416,0.0,0.1248
t_chd_death_annual,0.027053816336872854,0.1200353100521127,0.024051003572223128,0.030419850229411283,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0
t_noncvd_death_annual,0.1325903589472077,0.2124386076688749,0.1260843678065213,0.13937851949496435,0.0,0.0,0.0625,0.3333333333333333,1.0,0.0,1.0
t_stroke_event_annual,0.13869027130512138,0.15980787275836236,0.13552106770109767,0.1418966986987984,0.0,0.0,0.10526315789473684,0.3333333333333333,0.5,0.0,1.0
t_IS_event_annual,0.09883068733202949,0.11387909012761002,0.09660315108519478,0.10105009636876551,0.0,0.0,0.07501052631578947,0.23753333333333335,0.3563,0.0,0.7126
t_HS_event_annual,0.02255103811421273,0.025984760110508147,0.02203916444933056,0.02305363238064962,0.0,0.0,0.01711578947368421,0.0542,0.0813,0.0,0.1626
t_US_event_annual,0.017308545858879143,0.01994402252024259,0.01691715750448192,0.01770134804668709,0.0,0.0,0.013136842105263157,0.0416,0.0624,0.0,0.1248
t_chd_event_annual,0.06148868435027938,0.12549354136599683,0.059076824790503434,0.06398506811093384,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333,0.0,1.0
t_Cost_annual,956.0846413919792,772.6561691633466,940.9408587520508,971.2284240319076,140.91508000000002,216.33508,838.9603662930249,1692.40939190448,2907.950092758233,101.09553411869216,9395.604314642613
t_QALY_annual,0.6941616982796502,0.13043801443667047,0.6916051601745423,0.6967182363847582,0.45288989179336175,0.5036069397642328,0.7137546547232991,0.8546177773588463,0.8799999999999999,0.42683680037240984,0.8799999999999999
t_stroke_deathage,68.6158868335147,11.530550877678609,67.87039928896576,69.36137437806363,43.0,53.0,70.0,83.0,88.0,36.0,96.0
t_chd_deathage,69.22492401215806,12.001946548905307,68.47616648215376,69.97368154216235,41.650000000000006,52.60000000000001,71.0,84.0,88.0,36.0,98.0
t_noncvd_deathage,79.43586880669923,9.008880953242084,79.22727046975571,79.64446714364276,58.0,67.0,81.0,90.0,95.0,38.0,99.0
t_deathage,77.22864072318377,10.562022412185796,77.01128674557164,77.44599470079591,52.0,63.0,79.0,89.0,94.0,36.0,99.0
t_timeperiod,12.9661,9.355506578498545,12.782735440490153,13.149464559509848,1.0,2.0,11.0,30.0,30.0,1.0,30.0
