Variable,Mean,Standard Deviation,95% CI Lower,95% CI Upper,2.5%,10%,Median,90%,97.5%,Min,Max
t_stroke_death,0.0611,0.23952562963642057,0.05657203195329296,0.06596504181648694,0.0,0.0,0.0,0.0,1.0,0.0,1.0
t_IS_death,0.04353986,0.17068596367892025,0.03971239024563235,0.04771788965444526,0.0,0.0,0.0,0.0,0.7126,0.0,0.7126
t_HS_death,0.009934859999999998,0.03894686737888077,0.008170486365078927,0.012075602065491867,0.0,0.0,0.0,0.0,0.1626,0.0,0.1626
t_US_death,0.007625279999999999,0.02989279857862426,0.006099266419403906,0.009529435761080783,0.0,0.0,0.0,0.0,0.1248,0.0,0.1248
t_chd_death,0.0665,0.2491665274386469,0.061781234037715294,0.07155169254966132,0.0,0.0,0.0,0.0,1.0,0.0,1.0
t_noncvd_death,0.4017,0.49026640320808684,0.3921309534284321,0.41134454065124276,0.0,0.0,0.0,1.0,1.0,0.0,1.0
t_stroke_event,1.0548,1.0750407114397895,1.0337,1.0758,0.0,0.0,1.0,3.0,4.0,0.0,6.0
t_IS_event,0.75165048,0.7660740109720522,0.7368978785,0.7667593815,0.0,0.0,0.7126,2.1378,2.8504,0.0,4.2756
t_HS_event,0.17151048,0.17480161968012714,0.16806336000000002,0.17499011999999997,0.0,0.0,0.1626,0.4878,0.6504,0.0,0.9756
t_US_event,0.13163903999999998,0.13416508078770292,0.12905536799999998,0.13427232,0.0,0.0,0.1248,0.37439999999999996,0.4992,0.0,0.7487999999999999
t_chd_event,0.4057,0.5782222272572701,0.3942,0.4169,0.0,0.0,0.0,1.0,2.0,0.0,4.0
Cost,7076.036481205594,5474.166668236977,6968.7447860544535,7183.328176356735,215.80508,628.7415607239136,5935.517696062665,14616.230938387798,19480.229241453948,129.26508,41854.529527532795
QALY,5.388725575219985,2.2496973319633855,5.344632317752344,5.4328188326876266,0.8799999999999999,1.7343689320388347,6.047766915726272,7.71177585125361,7.7317758512536106,0.74,7.7317758512536106
t_stroke_death_annual,0.022372896825396824,0.11356585219715987,0.019652413433226837,0.02546019627638687,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0
t_IS_death_annual,0.01594292627777778,0.08092702627570841,0.013667298884534908,0.018590307926268274,0.0,0.0,0.0,0.0,0.23753333333333335,0.0,0.7126
t_HS_death_annual,0.003637833023809524,0.018465807567258515,0.0026333748669941787,0.005023495707393592,0.0,0.0,0.0,0.0,0.0542,0.0,0.1626
t_US_death_annual,0.002792137523809524,0.014173018354205015,0.0019315723935563358,0.004034556672219613,0.0,0.0,0.0,0.0,0.0416,0.0,0.1248
t_chd_death_annual,0.02432111111111111,0.1186291312438471,0.021479619853609314,0.027527922205210074,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0
t_noncvd_death_annual,0.12770007936507935,0.23429138079664955,0.12130124705716823,0.13438483679884416,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0
t_stroke_event_annual,0.14731563492063493,0.17047990966138452,0.1439707757936508,0.15066594543650794,0.0,0.0,0.1,0.3333333333333333,0.5,0.0,1.0
t_IS_event_annual,0.10497712144444445,0.12148398362470444,0.10264656809305557,0.10737480129166667,0.0,0.0,0.07126,0.23753333333333335,0.3563,0.0,0.7126
t_HS_event_annual,0.023953522238095236,0.027720033310941368,0.02341387203392857,0.024498064476190476,0.0,0.0,0.01626,0.0542,0.0813,0.0,0.1626
t_US_event_annual,0.018384991238095238,0.021275892725741465,0.017969356352380953,0.018805078685714287,0.0,0.0,0.01248,0.0416,0.0624,0.0,0.1248
t_chd_event_annual,0.06299392857142858,0.12843390810515307,0.06050173908730159,0.06556662003968253,0.0,0.0,0.0,0.2,0.3333333333333333,0.0,1.0
t_Cost_annual,992.3875976197038,832.7837205278836,976.0653366282446,1008.709858611163,135.13079341888312,210.37607398058253,853.3415829582231,1863.9235831056797,2990.1253598235476,113.57370726754161,9395.604314642613
t_QALY_annual,0.7574372339750259,0.08244146525291426,0.7558214109477417,0.7590530570023102,0.5805182614535138,0.6231330861731443,0.7701119181959866,0.8571844660194173,0.8799999999999999,0.5421653122636754,0.8799999999999999
t_stroke_deathage,65.8494271685761,11.306616900598526,64.95290679542164,66.74594754173056,42.0,49.0,67.0,80.0,85.0,36.0,90.0
t_chd_deathage,66.29022556390977,12.271586983255203,65.35753410776802,67.22291702005153,40.0,48.400000000000006,68.0,81.0,86.0,36.0,92.0
t_noncvd_deathage,76.49315409509585,8.876673594202567,76.21865088609793,76.76765730409376,56.0,64.0,78.0,86.0,90.0,37.0,98.0
t_deathage,73.98261855280559,10.643526495293829,73.69588224438677,74.26935486122441,48.0,59.0,76.0,86.0,89.0,36.0,98.0
t_timeperiod,7.344,3.2347040561747833,7.280600965492519,7.407399034507482,1.0,2.0,10.0,10.0,10.0,1.0,10.0
