Variable,Mean,Standard Deviation,95% CI Lower,95% CI Upper,2.5%,10%,Median,90%,97.5%,Min,Max
t_stroke_death,0.0646,0.24583100554716703,0.05994725911845423,0.06958712666273098,0.0,0.0,0.0,0.0,1.0,0.0,1.0
t_IS_death,0.04603396,0.17517917455290363,0.042098098143158694,0.0503184662962463,0.0,0.0,0.0,0.0,0.7126,0.0,0.7126
t_HS_death,0.010503960000000001,0.03997212150197157,0.008685319875108668,0.012698531488516624,0.0,0.0,0.0,0.0,0.1626,0.0,0.1626
t_US_death,0.008062080000000001,0.03067970949228641,0.006488442219790389,0.01001352449971768,0.0,0.0,0.0,0.0,0.1248,0.0,0.1248
t_chd_death,0.0897,0.2857657715815804,0.08425578768255906,0.09545932138041816,0.0,0.0,0.0,0.0,1.0,0.0,1.0
t_noncvd_death,0.7597,0.427286984843594,0.7512270374831608,0.76797351376311,0.0,0.0,1.0,1.0,1.0,0.0,1.0
t_stroke_event,1.4416,1.5251957455377574,1.411,1.4714,0.0,0.0,1.0,4.0,5.0,0.0,10.0
t_IS_event,1.02728416,1.0868544882701798,1.00611994,1.0480938615,0.0,0.0,0.7126,2.8504,3.563,0.0,7.126
t_HS_event,0.23440416,0.24799682822443678,0.22960745999999999,0.23941224000000003,0.0,0.0,0.1626,0.6504,0.813,0.0,1.626
t_US_event,0.17991168,0.1903444290431102,0.17623008,0.18365568000000002,0.0,0.0,0.1248,0.4992,0.624,0.0,1.248
t_chd_event,0.5656,0.7225986817628993,0.5518,0.5797,0.0,0.0,0.0,1.0,2.0,0.0,5.0
Cost,10232.488176824114,8623.45331748875,10063.47159757771,10401.504756070517,233.30944,739.5826506701857,7958.998399093068,23134.743948171898,30047.49822170056,130.94944,53570.32124826375
QALY,8.039461691351113,4.676753334763837,7.9477990103439655,8.13112437235826,0.8799999999999999,1.7343689320388347,7.696220842378865,14.58871211078011,16.98677060681586,0.74,17.765840039159393
t_stroke_death_annual,0.01682919394717666,0.0947358472947173,0.01448727149900349,0.01954218999991539,0.0,0.0,0.0,0.0,0.2,0.0,1.0
t_IS_death_annual,0.01199248360675809,0.0675087647822217,0.010038620078100625,0.014321135317761427,0.0,0.0,0.0,0.0,0.14252,0.0,0.7126
t_HS_death_annual,0.002736426935810925,0.01540404877012226,0.0018860447538603122,0.003968705921468479,0.0,0.0,0.0,0.0,0.03252,0.0,0.1626
t_US_death_annual,0.0021002834046076474,0.011823033742380647,0.0013742159489902686,0.003208736220090965,0.0,0.0,0.0,0.0,0.02496,0.0,0.1248
t_chd_death_annual,0.024421651903693165,0.11451561152428588,0.02157405838781831,0.027634488041164116,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0
t_noncvd_death_annual,0.13920112564191547,0.21389261011146435,0.13255502135474778,0.14612432228887406,0.0,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1.0
t_stroke_event_annual,0.12096316808858223,0.1453019965241229,0.11810932036488948,0.12385405042861164,0.0,0.0,0.09090909090909091,0.2857142857142857,0.5,0.0,1.0
t_IS_event_annual,0.0861983535799237,0.10354220272308493,0.08421683540106342,0.08822983639137512,0.0,0.0,0.06478181818181818,0.2036,0.3563,0.0,0.7126
t_HS_event_annual,0.01966861113120347,0.02362610463482115,0.019201050781603366,0.02012264486002824,0.0,0.0,0.01478181818181818,0.04645714285714286,0.0813,0.0,0.1626
t_US_event_annual,0.015096203377455061,0.018133689166210675,0.014750201099345347,0.015452755298309381,0.0,0.0,0.011345454545454546,0.03565714285714285,0.0624,0.0,0.1248
t_chd_event_annual,0.054400256194934035,0.11802159769843194,0.05212876086455748,0.056834743714780166,0.0,0.0,0.0,0.13333333333333333,0.3333333333333333,0.0,1.0
t_Cost_annual,846.4876844212972,712.5953743703848,832.5210717281393,860.4542971144551,138.64191529288294,212.95125462281257,728.8966772652255,1518.9140756119184,2519.7506175224316,95.96207729976169,9397.288674642612
t_QALY_annual,0.7006826753154403,0.12613205033537628,0.6982105325559049,0.7031548180749756,0.46054114533290147,0.5158691802944565,0.7244278868060327,0.8546177773588463,0.8799999999999999,0.42683680037240984,0.8799999999999999
t_stroke_deathage,67.22136222910217,11.194776273596256,66.35809103258653,68.08463342561781,43.0,52.0,68.0,81.0,85.0,36.0,97.0
t_chd_deathage,68.40914158305462,11.827387870455189,67.63514203176508,69.18314113434415,41.0,51.60000000000001,70.0,82.0,86.0,36.0,94.0
t_noncvd_deathage,78.21679610372516,8.588647619547057,78.02366518234226,78.40992702510806,58.0,67.0,80.0,88.0,91.0,37.0,99.0
t_deathage,76.47713347921226,9.941354575247974,76.27332579369434,76.68094116473017,52.0,63.0,78.0,87.0,91.0,36.0,99.0
t_timeperiod,12.9421,9.193312748401826,12.761914381145194,13.122285618854805,1.0,2.0,11.0,29.0,30.0,1.0,30.0
