Variable,Mean,Standard Deviation,95% CI Lower,95% CI Upper,2.5%,10%,Median,90%,97.5%,Min,Max
t_stroke_death,0.0642,0.24512113013128645,0.05956130891199606,0.06917338406788566,0.0,0.0,0.0,0.0,1.0,0.0,1.0
t_IS_death,0.04574891999999999,0.17467331733156796,0.04182527377076756,0.050021429578428575,0.0,0.0,0.0,0.0,0.7126,0.0,0.7126
t_HS_death,0.010438919999999999,0.039856695759345445,0.008626404707857206,0.012627416606276141,0.0,0.0,0.0,0.0,0.1626,0.0,0.1626
t_US_death,0.008012159999999999,0.03059111704038768,0.0064438980069631505,0.009958267050942242,0.0,0.0,0.0,0.0,0.1248,0.0,0.1248
t_chd_death,0.0967,0.2955636070028929,0.09106125803297895,0.10264847505280879,0.0,0.0,0.0,0.0,1.0,0.0,1.0
t_noncvd_death,0.5249,0.4994045759632704,0.5151046527662994,0.534676224114841,0.0,0.0,1.0,1.0,1.0,0.0,1.0
t_stroke_event,1.4854,1.4331057948462502,1.456795,1.5137025,0.0,0.0,1.0,3.0,5.0,0.0,9.0
t_IS_event,1.05849604,1.0212311894074582,1.0386144999999998,1.07880514,0.0,0.0,0.7126,2.1378,3.563,0.0,6.4134
t_HS_event,0.24152604000000003,0.23302300224201086,0.2369895,0.24614387999999998,0.0,0.0,0.1626,0.4878,0.813,0.0,1.4634
t_US_event,0.18537792,0.17885160319681198,0.18193344,0.188872632,0.0,0.0,0.1248,0.37439999999999996,0.624,0.0,1.1232
t_chd_event,0.5673,0.6865259221501898,0.554,0.5808025,0.0,0.0,0.0,1.0,2.0,0.0,4.0
Cost,10300.861202128073,7538.516097894332,10153.10900164059,10448.613402615556,253.84944000000002,1047.161887060571,8890.674833877089,21249.727751082344,26760.739378969625,130.94944,48137.13441844779
QALY,8.204432618653746,3.9234818923091392,8.127533786624536,8.281331450682956,0.8799999999999999,2.450741822980488,9.002309219769637,13.366377043053731,13.45536206423103,0.74,13.484943213516864
t_stroke_death_annual,0.017268292031326085,0.0957400660105862,0.014894197113961375,0.0200131233273586,0.0,0.0,0.0,0.0,0.2,0.0,1.0
t_IS_death_annual,0.01230538490152297,0.06822437103913265,0.010324209326650482,0.014661108351566587,0.0,0.0,0.0,0.0,0.14252,0.0,0.7126
t_HS_death_annual,0.0028078242842936216,0.015567334733320738,0.0019444097552590704,0.004053080784104138,0.0,0.0,0.0,0.0,0.03252,0.0,0.1626
t_US_death_annual,0.0021550828455094953,0.011948360238119125,0.0014176472130250132,0.003274861752067876,0.0,0.0,0.0,0.0,0.02496,0.0,0.1248
t_chd_death_annual,0.025823084044438532,0.11603944696278481,0.022891790551505115,0.029118543863650724,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0
t_noncvd_death_annual,0.10131953034409691,0.1877716953745753,0.09555755916430217,0.10738768682542854,0.0,0.0,0.05263157894736842,0.25,1.0,0.0,1.0
t_stroke_event_annual,0.12527191973145532,0.1414442905407075,0.12256101944981618,0.128032833776625,0.0,0.0,0.1,0.2857142857142857,0.5,0.0,1.0
t_IS_event_annual,0.08926877000063507,0.10079320143931093,0.08732016917670757,0.09125242617143448,0.0,0.0,0.07126,0.2036,0.3563,0.0,0.7126
t_HS_event_annual,0.020369214148334636,0.02299884164191867,0.01992513679451809,0.020827503756001918,0.0,0.0,0.01626,0.04645714285714286,0.0813,0.0,0.1626
t_US_event_annual,0.015633935582485627,0.017652247459480384,0.015294902305020572,0.015982466709824027,0.0,0.0,0.01248,0.03565714285714285,0.0624,0.0,0.1248
t_chd_event_annual,0.05682735621619523,0.11887068501883921,0.05451085704561392,0.05917667341157725,0.0,0.0,0.0,0.13333333333333333,0.3333333333333333,0.0,1.0
t_Cost_annual,870.3919481806367,697.8920216467877,856.7135159053812,884.0703804558923,140.7394655782826,219.93060483654142,768.8587352841744,1501.6321636463647,2451.2242376735207,100.33214558192243,9397.288674642612
t_QALY_annual,0.6981524045901858,0.10882282812528091,0.6960195163519723,0.7002852928283992,0.5070583161081963,0.5435122847418642,0.6849168327798307,0.8422944980768298,0.8799999999999999,0.4845069616723592,0.8799999999999999
t_stroke_deathage,69.0576323987539,12.129878763462417,68.11934250811446,69.99592228939333,43.0,52.0,70.0,84.0,90.0,36.0,96.0
t_chd_deathage,71.3453981385729,11.734495387960164,70.60579410229845,72.08500217484736,45.0,55.0,72.0,86.0,91.0,36.0,98.0
t_noncvd_deathage,81.92684320823014,8.985823733057412,81.6837528689296,82.16993354753068,61.0,70.0,83.0,93.0,97.0,38.0,100.0
t_deathage,79.23009623797026,10.907508242310517,78.971944590799,79.48824788514152,53.0,64.0,81.0,92.0,96.0,36.0,100.0
t_timeperiod,12.6445,6.826022209743922,12.510712423112315,12.778287576887687,1.0,3.0,13.0,20.0,20.0,1.0,20.0
