Variable,Mean,Standard Deviation,95% CI Lower,95% CI Upper,2.5%,10%,Median,90%,97.5%,Min,Max
t_stroke_death,0.0748,0.26308151054021595,0.06980563604901403,0.08012091616540935,0.0,0.0,0.0,0.0,1.0,0.0,1.0
t_IS_death,0.05330248,0.18747188441096047,0.049068731361712595,0.057879290878017936,0.0,0.0,0.0,0.0,0.7126,0.0,0.7126
t_HS_death,0.01216248,0.04277705361383829,0.010193733379242701,0.01450588424642712,0.0,0.0,0.0,0.0,0.1626,0.0,0.1626
t_US_death,0.00933504,0.0328325725154185,0.007629602008201239,0.011417307082174954,0.0,0.0,0.0,0.0,0.1248,0.0,0.1248
t_chd_death,0.1088,0.3114036885230071,0.10284644828336173,0.11505399204185562,0.0,0.0,0.0,1.0,1.0,0.0,1.0
t_noncvd_death,0.769,0.4214934942280434,0.760636937096426,0.7771564717801499,0.0,0.0,1.0,1.0,1.0,0.0,1.0
t_stroke_event,1.7191,1.7053697600818742,1.6865975000000002,1.7519,0.0,0.0,1.0,4.0,6.0,0.0,13.0
t_IS_event,1.22503066,1.2152464910343757,1.2014418185,1.2491877999999998,0.0,0.0,0.7126,2.8504,4.2756,0.0,9.2638
t_HS_event,0.27952566,0.27729312298932796,0.2741431935,0.28500527999999997,0.0,0.0,0.1626,0.6504,0.9756,0.0,2.1138
t_US_event,0.21454368000000004,0.2128301460582326,0.21038752799999996,0.21866207999999998,0.0,0.0,0.1248,0.4992,0.7487999999999999,0.0,1.6223999999999998
t_chd_event,0.6662,0.7872988911172043,0.6506,0.6821,0.0,0.0,1.0,2.0,3.0,0.0,5.0
Cost,12124.189927387488,9663.151493467158,11934.795638343987,12313.584216430989,253.84944000000002,1047.161887060571,9754.463679670356,26356.941797710682,34043.57071575259,130.94944,56779.45303975499
QALY,9.231611016403342,5.172010988110739,9.130241463759917,9.332980569046766,0.8799999999999999,2.450741822980488,9.002309219769637,16.296048501236765,18.758553559130927,0.74,20.931241690078068
t_stroke_death_annual,0.01766470096423279,0.09574725038113399,0.015261925848416858,0.020437908017947804,0.0,0.0,0.0,0.0,0.2,0.0,1.0
t_IS_death_annual,0.012587865907112286,0.06822949062160041,0.010582337893903903,0.014967724851000012,0.0,0.0,0.0,0.0,0.14252,0.0,0.7126
t_HS_death_annual,0.002872280376784252,0.015568502911973345,0.0019972383518414394,0.004129114870434037,0.0,0.0,0.0,0.0,0.03252,0.0,0.1626
t_US_death_annual,0.0022045546803362522,0.011949256847564387,0.001456974940176523,0.0033344397003619436,0.0,0.0,0.0,0.0,0.02496,0.0,0.1248
t_chd_death_annual,0.026296773406078746,0.11601503123220268,0.023337741126104636,0.02961960822044548,0.0,0.0,0.0,0.043478260869565216,0.3333333333333333,0.0,1.0
t_noncvd_death_annual,0.11013103434808987,0.18364020111935334,0.10414436873824927,0.11641711805310585,0.0,0.0,0.05263157894736842,0.25,1.0,0.0,1.0
t_stroke_event_annual,0.12173788596139898,0.1398280950142407,0.1190355102168527,0.12446554697987773,0.0,0.0,0.09523809523809523,0.2727272727272727,0.5,0.0,1.0
t_IS_event_annual,0.08675041753609293,0.09964150050714901,0.08479084793705802,0.0886716306305215,0.0,0.0,0.06786666666666667,0.19434545454545454,0.3563,0.0,0.7126
t_HS_event_annual,0.019794580257323474,0.02273604824931548,0.01934986922746275,0.02023949661255786,0.0,0.0,0.015485714285714285,0.04434545454545455,0.0813,0.0,0.1626
t_US_event_annual,0.015192888167982591,0.017450546257778164,0.014847195261509816,0.015540358851670742,0.0,0.0,0.011885714285714286,0.034036363636363635,0.0624,0.0,0.1248
t_chd_event_annual,0.055766422337703396,0.11827366569013573,0.05349771783873391,0.05813864686954171,0.0,0.0,0.025,0.125,0.3333333333333333,0.0,1.0
t_Cost_annual,847.5080975978346,691.0109116249313,833.9645326007441,861.0516625949252,142.59944000000002,223.31279279702983,739.4403097316776,1478.0340404862352,2451.2242376735207,99.00697340908222,9397.288674642612
t_QALY_annual,0.6714634519716243,0.1380178204743099,0.6687583523980807,0.6741685515451679,0.4151059485220202,0.4734481765831434,0.6849168327798307,0.8422944980768298,0.8799999999999999,0.380688239045864,0.8799999999999999
t_stroke_deathage,70.30080213903743,12.050169529973143,69.4372462524051,71.16435802566976,44.0,54.0,72.0,85.0,90.32499999999993,36.0,96.0
t_chd_deathage,72.12591911764706,11.66520664508643,71.43277094935456,72.81906728593955,46.0,56.0,73.0,86.0,91.82500000000005,36.0,99.0
t_noncvd_deathage,83.10572171651495,8.712970795981185,82.91098350393003,83.30045992909987,63.0,72.0,84.0,94.0,97.0,38.0,101.0
t_deathage,80.84621037161453,10.475717194019262,80.63584387810218,81.05657686512689,56.0,67.0,82.0,93.0,97.0,36.0,101.0
t_timeperiod,15.8681,11.390718907853207,15.644846011825884,16.091353988174117,1.0,3.0,13.0,34.0,40.0,1.0,40.0
