Variable,Mean,Standard Deviation,95% CI Lower,95% CI Upper,2.5%,10%,Median,90%,97.5%,Min,Max
t_stroke_death,0.0597,0.2369420269863862,0.05522314248169482,0.06451500648352297,0.0,0.0,0.0,0.0,1.0,0.0,1.0
t_IS_death,0.04254222,0.16884488843049839,0.038759092207477024,0.04667667387686963,0.0,0.0,0.0,0.0,0.7126,0.0,0.7126
t_HS_death,0.009707219999999997,0.03852677358798334,0.007964994631172286,0.011825988626176705,0.0,0.0,0.0,0.0,0.1626,0.0,0.1626
t_US_death,0.0074505599999999984,0.029570364967898253,0.005943980022213883,0.009335416342661452,0.0,0.0,0.0,0.0,0.1248,0.0,0.1248
t_chd_death,0.0834,0.27649970200442087,0.07813962945182852,0.08898031799061921,0.0,0.0,0.0,0.0,1.0,0.0,1.0
t_noncvd_death,0.6255,0.48401774483766846,0.6159674081295909,0.634936208279369,0.0,0.0,1.0,1.0,1.0,0.0,1.0
t_stroke_event,1.3237,1.3700021899983221,1.2971,1.3506,0.0,0.0,1.0,3.0,5.0,0.0,8.0
t_IS_event,0.94326862,0.9762635605927382,0.9241691585,0.9620812600000002,0.0,0.0,0.7126,2.1378,3.563,0.0,5.7008
t_HS_event,0.21523362000000001,0.22276235609373443,0.21079463999999998,0.2195266665,0.0,0.0,0.1626,0.4878,0.813,0.0,1.3008
t_US_event,0.16519776,0.17097627331178109,0.16194048,0.16864224,0.0,0.0,0.1248,0.37439999999999996,0.624,0.0,0.9984
t_chd_event,0.5119,0.6674600664414179,0.4991,0.5250025,0.0,0.0,0.0,1.0,2.0,0.0,4.0
Cost,9264.122051726095,7400.6971419479805,9119.07105313903,9409.17305031316,233.30944,739.5826506701857,7508.086914467005,20122.551634292497,25811.84447900454,130.94944,48137.13441844779
QALY,7.489277008969203,3.934734544358878,7.412157629012513,7.5663963889258925,0.8799999999999999,1.7343689320388347,7.696220842378865,12.889435004880328,13.450762960687317,0.74,13.484943213516864
t_stroke_death_annual,0.01662726629278874,0.09472709329656465,0.014300285689151591,0.019325475580772012,0.0,0.0,0.0,0.0,0.2,0.0,1.0
t_IS_death_annual,0.011848589960241256,0.06750252668313084,0.009907408921006246,0.014164669691673765,0.0,0.0,0.0,0.0,0.14252,0.0,0.7126
t_HS_death_annual,0.0027035934992074486,0.015402625370021666,0.0018592599609028157,0.003929849057191342,0.0,0.0,0.0,0.0,0.03252,0.0,0.1626
t_US_death_annual,0.0020750828333400344,0.011821941243413027,0.0013542910656430735,0.0031782793148595477,0.0,0.0,0.0,0.0,0.02496,0.0,0.1248
t_chd_death_annual,0.024163065268494835,0.11452353140689409,0.021331193758505368,0.02736037799377359,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0
t_noncvd_death_annual,0.1337653998126057,0.2168198653274505,0.12723411299758214,0.14057795360714398,0.0,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1.0
t_stroke_event_annual,0.12293874988659431,0.1462486165995638,0.12011286253976501,0.12581406566608055,0.0,0.0,0.1,0.2857142857142857,0.5,0.0,1.0
t_IS_event_annual,0.08760615316918711,0.1042167641888411,0.08558171471736122,0.08966554846988745,0.0,0.0,0.07126,0.2036,0.3563,0.0,0.7126
t_HS_event_annual,0.019989840731560234,0.023780025059087138,0.019527342499075992,0.020459858495586892,0.0,0.0,0.01626,0.04645714285714286,0.0813,0.0,0.1626
t_US_event_annual,0.01534275598584697,0.018251827351625664,0.014986497979425837,0.015696879706855373,0.0,0.0,0.01248,0.03565714285714285,0.0624,0.0,0.1248
t_chd_event_annual,0.05487674612668034,0.11842853014081153,0.05264175694748363,0.05718451290456834,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333,0.0,1.0
t_Cost_annual,857.3333064109482,717.4868241241063,843.2708230642955,871.3957897576009,138.48638234706382,212.55818601941746,740.0072988098025,1536.710911720652,2519.7506175224316,100.33214558192243,9397.288674642612
t_QALY_annual,0.7148173741759434,0.10954641584926911,0.7126703038789433,0.7169644444729435,0.5121694488964572,0.5545381263500677,0.7244278868060327,0.8546177773588463,0.8799999999999999,0.48264583107520165,0.8799999999999999
t_stroke_deathage,66.56113902847571,11.122489040625197,65.6689376047068,67.45334045224462,42.9,51.0,68.0,81.0,84.10000000000002,36.0,90.0
t_chd_deathage,67.99520383693046,12.003799959337996,67.1805299140303,68.80987775983061,41.0,51.0,70.0,82.0,86.17499999999995,36.0,93.0
t_noncvd_deathage,77.70087929656275,8.785775647023929,77.48315116636482,77.91860742676067,56.0,66.0,79.0,87.0,91.0,37.0,99.0
t_deathage,75.7824616185272,10.208396379756104,75.55424071217112,76.01068252488326,51.0,62.0,78.0,87.0,91.0,36.0,99.0
t_timeperiod,11.3564,6.794909574056886,11.223222219566422,11.48957778043358,1.0,2.0,11.0,20.0,20.0,1.0,20.0
