Variable,Mean,Standard Deviation,95% CI Lower,95% CI Upper,2.5%,10%,Median,90%,97.5%,Min,Max
t_stroke_death,0.0796,0.2706864738340642,0.07445490337346136,0.08506796245660353,0.0,0.0,0.0,0.0,1.0,0.0,1.0
t_IS_death,0.05672296,0.19289118125414456,0.05235721186042684,0.06142914346180983,0.0,0.0,0.0,0.0,0.7126,0.0,0.7126
t_HS_death,0.01294296,0.04401362064542029,0.010907214278505434,0.015352763941067696,0.0,0.0,0.0,0.0,0.1626,0.0,0.1626
t_US_death,0.00993408,0.03378167193448799,0.008169781812314056,0.012074747217294195,0.0,0.0,0.0,0.0,0.1248,0.0,0.1248
t_chd_death,0.0832,0.2761980965518232,0.07794561133220078,0.08877448970959521,0.0,0.0,0.0,0.0,1.0,0.0,1.0
t_noncvd_death,0.6371,0.48086038792069924,0.6276247971918447,0.6464699104549156,0.0,0.0,1.0,1.0,1.0,0.0,1.0
t_stroke_event,1.399,1.4236578522130883,1.3712,1.4277,0.0,0.0,1.0,3.0,5.0,0.0,9.0
t_IS_event,0.9969273999999999,1.0144985854870257,0.9773309000000001,1.01695146,0.0,0.0,0.7126,2.1378,3.563,0.0,6.4134
t_HS_event,0.2274774,0.2314867667698428,0.22297338,0.2320143465,0.0,0.0,0.1626,0.4878,0.813,0.0,1.4634
t_US_event,0.1745952,0.17767249995619733,0.17113824000000002,0.178114872,0.0,0.0,0.1248,0.37439999999999996,0.624,0.0,1.1232
t_chd_event,0.5427,0.6892200029172945,0.5295,0.5560025000000001,0.0,0.0,0.0,1.0,2.0,0.0,5.0
Cost,9833.994918641927,7968.160158313944,9677.821849308504,9990.16798797535,215.80508,628.7415607239136,8037.49513044639,21450.417992684885,27343.38807109085,129.26508,48111.323624185155
QALY,7.0200783949412,3.875969419102394,6.9441107902750066,7.096045999607393,0.8799999999999999,1.7343689320388347,6.983785123850189,12.316703452237444,13.423100720228296,0.74,13.484943213516864
t_stroke_death_annual,0.02370291636940631,0.11373060852538168,0.020899245147642,0.02687238219931494,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0
t_IS_death_annual,0.016890698204838937,0.08104443163519076,0.014544243251272973,0.019608179527900997,0.0,0.0,0.0,0.0,0.23753333333333335,0.0,0.7126
t_HS_death_annual,0.0038540942016654653,0.01849259694622782,0.002815565196311072,0.005273661645908707,0.0,0.0,0.0,0.0,0.0542,0.0,0.1626
t_US_death_annual,0.002958123962901907,0.014193579943966743,0.002067791879544441,0.004230182587371942,0.0,0.0,0.0,0.0,0.0416,0.0,0.1248
t_chd_death_annual,0.025522347430691084,0.11875196388171315,0.022608806521082044,0.02880028563131826,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0
t_noncvd_death_annual,0.1438349988844145,0.22728350249908522,0.13709377486582547,0.15084975646324433,0.0,0.0,0.07142857142857142,0.3333333333333333,1.0,0.0,1.0
t_stroke_event_annual,0.1405897218699773,0.1637751733509114,0.13743645827482628,0.14390850731928462,0.0,0.0,0.1,0.3333333333333333,0.5,0.0,1.0
t_IS_event_annual,0.10018423580454583,0.11670618852986023,0.09786186515416008,0.10249568451995891,0.0,0.0,0.07126,0.23753333333333335,0.3563,0.0,0.7126
t_HS_event_annual,0.022859888776058306,0.02662984318685746,0.02233505057091808,0.023383124599882742,0.0,0.0,0.01626,0.0542,0.0813,0.0,0.1626
t_US_event_annual,0.017545597289373164,0.02043914163419361,0.017146335124959458,0.017946077781929422,0.0,0.0,0.01248,0.0416,0.0624,0.0,0.1248
t_chd_event_annual,0.060612608009895166,0.12494016988606331,0.05821269142095864,0.0630935086250179,0.0,0.0,0.0,0.15,0.3333333333333333,0.0,1.0
t_Cost_annual,965.5277304402972,796.3198748005087,949.9201476924728,981.1353131881216,138.8629186407767,213.48508,854.0982054687142,1717.5156297240324,2952.689669166161,107.9677188481924,9395.604314642613
t_QALY_annual,0.7165754991322306,0.11328628874151565,0.7143551286734748,0.7187958695909864,0.5095995427793495,0.550417433374971,0.7301673510393702,0.8571844660194173,0.8799999999999999,0.48264583107520165,0.8799999999999999
t_stroke_deathage,66.71105527638191,11.052962419915305,65.94321612858985,67.47889442417397,43.0,51.0,68.0,80.0,85.0,36.0,90.0
t_chd_deathage,67.17427884615384,11.960913558319355,66.36154044620257,67.98701724610511,41.0,51.0,69.0,81.89999999999998,86.22500000000002,36.0,92.0
t_noncvd_deathage,77.11112855124784,8.712622080306355,76.89718797318972,77.32506912930597,56.0,65.0,78.0,87.0,90.0,37.0,98.0
t_deathage,75.0426303287911,10.2089844609131,74.8189062206877,75.26635443689452,51.0,61.0,77.0,86.0,90.0,36.0,98.0
t_timeperiod,10.7081,6.791428917442378,10.574990439182491,10.841209560817509,1.0,2.0,10.0,20.0,20.0,1.0,20.0
